Имя,Год,Страна,Сахар,Цена,Рейтинг,Количество отзывов,Наличие отзывов,Ценовая категория,Цена/Рейтинг
"Вино Granite Syrah, Mullineux & Leeu",2018,Южная Африка,Сухое,17990.0,0.0,0.0,0,Дорогое,
Вино Penfolds Bin 389 Cabernet Shiraz,2018,Австралия,Сухое,11369.0,0.0,0.0,0,Среднее,
"Вино LR, Colterenzio",2018,Италия,Сухое,22490.0,5.0,0.0,0,Дорогое,0.10893574297188754
Вино Penfolds RWT Shiraz,2018,Австралия,Сухое,37490.0,0.0,0.0,0,Дорогое,
Вино Montevertine,2018,Италия,Сухое,12490.0,5.0,0.0,0,Среднее,0.05873493975903614
"Вино Barolo, Canti",2018,Италия,Сухое,5190.0,4.3,3.0,1,Дешевое,0.025684131876342577
"Вино Nun Vinya dels Taus, Enric Soler",2018,Испания,Сухое,14750.0,0.0,0.0,0,Среднее,
"Вино Gevrey-Chambertin Premier Cru Capita, Domaine Trapet Pere et Fils",2018,Франция,Сухое,36490.0,0.0,0.0,0,Дорогое,
"Вино Clos de Vougeot Grand Cru, Domaine Jean Grivot",2018,Франция,Сухое,74990.0,0.0,0.0,0,Дорогое,
"Вино Clos de Vougeot Grand Cru, Domaine Hubert Lignier",2018,Франция,Сухое,59990.0,0.0,0.0,0,Дорогое,
"Вино Mille e Una Notte, Donnafugata",2018,Италия,Сухое,10493.0,5.0,0.0,0,Среднее,0.048709839357429716
Вино Chateau Figeac,2018,Франция,Сухое,69990.0,4.5,0.0,0,Дорогое,0.3859883980365908
"Вино Morey-Saint-Denis Premier Cru Les Blanchards, Domaine Hubert Lignier",2018,Франция,Сухое,22490.0,0.0,0.0,0,Дорогое,
"Вино Morey-Saint-Denis Premier Cru Clos Baulet, Domaine Hubert Lignier",2018,Франция,Сухое,22490.0,0.0,0.0,0,Дорогое,
Вино Penfolds Bin 311 Chardonnay,2018,Австралия,Сухое,5993.0,3.5,2.0,1,Среднее,0.03731353987378083
"Вино Vosne-Romanee Premier Cru Les Beaux Monts, Domaine Jean Grivot",2018,Франция,Сухое,52490.0,0.0,0.0,0,Дорогое,
"Вино Beaune du Chateau Premier Cru Blanc, Bouchard Pere & Fils",2018,Франция,Сухое,11190.0,0.0,0.0,0,Среднее,
"Вино Pinot Noir Ried Fabian, Hans Igler",2018,Австрия,Сухое,4990.0,3.7,2.0,1,Дешевое,0.028492347769456198
"Вино Origine, Vodopivec",2018,Италия,Сухое,9990.0,0.0,0.0,0,Среднее,
"Вино Bourgogne les Perrieres, Simon Bize & Fils",2018,Франция,Сухое,6990.0,0.0,0.0,0,Среднее,
"Вино Savigny-les-Beaune, Simon Bize & Fils",2018,Франция,Сухое,7490.0,4.0,1.0,1,Среднее,0.04204317269076304
"Вино Ailala Souson, Coto de Gomariz",2018,Испания,Сухое,2790.0,4.2,7.0,1,Дешевое,0.011952572193536048
"Вино Romio Sangiovese di Romania Superiore, Caviro",2018,Италия,Полусухое,990.0,4.7,2.0,1,Дешевое,0.0010681021960181143
"Вино L`Apparita, Castello di Ama",2018,Италия,Сухое,54990.0,5.0,1.0,1,Дорогое,0.2720883534136546
"Вино Blonde du Seigneur (Cote-Rotie), Domaine Georges Vernay",2018,Франция,Сухое,16990.0,0.0,0.0,0,Дорогое,
"Вино Герцъ, Сикоры",2018,Россия,Сухое,1790.0,4.7,34.0,1,Дешевое,0.005340510980090574
"Вино Cote Rotie Maison Rouge, Domaine Georges Vernay",2018,Франция,Сухое,31990.0,5.0,1.0,1,Дорогое,0.1566265060240964
"Вино Chambertin Grand Cru, Domaine Trapet Pere et Fils",2018,Франция,Сухое,124990.0,0.0,0.0,0,Дорогое,
"Вино Clos de Vougeot Grand Cru, Domaine Meo-Camuzet",2018,Франция,Сухое,67490.0,0.0,0.0,0,Дорогое,
Вино Togliano Merlot Volpe Pasini,2018,Италия,Сухое,3490.0,4.7,0.0,0,Дешевое,0.014419379646244552
"Вино Primofiore, Giuseppe Quintarelli",2018,Италия,Сухое,10490.0,4.0,0.0,0,Среднее,0.06086847389558233
"Вино Romio Sangiovese di Romania Superiore, Caviro",2018,Италия,Полусухое,990.0,4.7,2.0,1,Дешевое,0.0010681021960181143
"Вино Improvisacio, Enric Soler",2018,Испания,Сухое,9650.0,5.0,0.0,0,Среднее,0.04447791164658634
"Вино Gavi Monterotondo, Villa Sparina",2019,Италия,Сухое,13490.0,5.0,0.0,0,Среднее,0.06375502008032129
"Вино Beaune Clos du Dessus des Marconnets, Domaine Paul Pernot & Fils",2019,Франция,Сухое,9490.0,0.0,0.0,0,Среднее,
"Вино Vosne-Romanee 1er Cru - les Suchots, Domaine Hudelot-Noellat",2019,Франция,Сухое,44990.0,0.0,0.0,0,Дорогое,
"Вино Primo I Grande Cuvee, Cantina Terlan",2019,Италия,Сухое,37490.0,5.0,0.0,0,Дорогое,0.18423694779116467
"Вино Pinot Noir, Dog Point Vineyard",2019,Новая Зеландия,Сухое,10060.0,0.0,0.0,0,Среднее,
Вино Cote-Rotie Brune et Blonde de Guigal,2019,Франция,Сухое,10394.0,5.0,1.0,1,Среднее,0.04821285140562249
"Вино Condrieu, Guigal",2019,Франция,Сухое,8043.0,5.0,1.0,1,Среднее,0.03641064257028112
"Вино Gaia, Domaine de Belle Vue",2019,Франция,Сухое,6990.0,3.5,0.0,0,Среднее,0.0444635685599541
"Вино Clos d'Ora, Gerard Bertrand",2019,Франция,Сухое,49990.0,0.0,0.0,0,Дорогое,
"Вино Meursault Clos des Ecoles, Domaine Hudelot-Noellat",2019,Франция,Сухое,17490.0,0.0,0.0,0,Дорогое,
"Вино Marcillac Vieilles Vignes, Domain du Cros",2019,Франция,Сухое,2443.0,0.0,1.0,1,Дешевое,
"Вино Montrachet Grand Cru Marquis de Laguiche, Joseph Drouhin",2019,Франция,Сухое,194990.0,5.0,0.0,0,Дорогое,0.9748995983935743
"Вино Bourgogne Pinot Noir, Domaine Jean-Marc & Thomas Bouley",2019,Франция,Сухое,6490.0,4.9,2.0,1,Среднее,0.0291984263584952
"Вино Vougeot 1er Cru - les Petits Vougeot, Domaine Hudelot-Noellat",2019,Франция,Сухое,29990.0,0.0,0.0,0,Дорогое,
"Вино Las Iruelas , Daniel Landi",2019,Испания,Сухое,23490.0,0.0,0.0,0,Дорогое,
"Вино Riesling Wiebelsberg Grand Cru La Dame, Domaine Marc Kreydenweiss",2019,Франция,Сухое,8990.0,5.0,0.0,0,Среднее,0.04116465863453815
"Вино Bourgogne Pinot Noir, Domaine Hudelot-Noellat",2019,Франция,Сухое,7990.0,4.5,0.0,0,Среднее,0.040160642570281124
"Вино Kisi Qvevri, Giuaani",2019,Грузия,Сухое,2790.0,4.3,3.0,1,Дешевое,0.011674605398337536
"Вино Triple Overtime Cabernet Sauvignon, Igor Larionov",2019,Австралия,Сухое,2890.0,4.4,5.0,1,Дешевое,0.011979737130339537
"Вино Beaune Premier Cru Clos des Aigrots, Domaine Michel Lafarge",2019,Франция,Сухое,17490.0,0.0,0.0,0,Дорогое,
"Вино Chambolle-Musigny, Domaine Hudelot-Noellat",2019,Франция,Сухое,17490.0,0.0,0.0,0,Дорогое,
"Вино Les Vieux Clos, Nicolas Joly",2019,Франция,Полусухое,9990.0,0.0,0.0,0,Среднее,
Вино Triennes Les Aureliens Blanc,2019,Франция,Сухое,2990.0,5.0,1.0,1,Дешевое,0.01104417670682731
"Вино La Baixada, Alvaro Palacios",2019,Испания,Сухое,45530.0,0.0,0.0,0,Дорогое,
"Вино Blanc de Lynch-Bages , Chateau Lynch-Bages",2019,Франция,Сухое,10990.0,0.0,0.0,0,Среднее,
"Вино Pinot Noir Russian River Valley, Kistler",2019,Соединенные Штаты Америки,Сухое,14990.0,0.0,0.0,0,Среднее,
"Вино Volnay Clos de la Cave, Domaine Jean-Marc & Thomas Bouley",2019,Франция,Сухое,14990.0,0.0,0.0,0,Среднее,
"Вино Crozes-Hermitage Blanc, Domaine Marc Sorrel",2019,Франция,Сухое,8990.0,0.0,0.0,0,Среднее,
Вино Chateau Les Rosiers Rouge,2019,Франция,Сухое,1690.0,4.0,0.0,0,Дешевое,0.005647590361445781
"Вино Morey-Saint-Denis Premier Cru Clos des Monts Luisants, Anne-Francoise Gros",2019,Франция,Сухое,27490.0,0.0,0.0,0,Дорогое,
"Вино Pinot Gris Moenchberg Grand Cru Le Moine, Domaine Marc Kreydenweiss",2019,Франция,Сухое,9990.0,0.0,0.0,0,Среднее,
"Вино Amarone della Valpolicella Valpantena, Bertani",2019,Италия,Полусухое,9490.0,5.0,0.0,0,Среднее,0.04367469879518072
Вино Secco-Bertani Vintage Edition,2019,Италия,Сухое,3490.0,3.5,1.0,1,Дешевое,0.019363166953528396
"Вино Vino Nobile di Montepulciano Silineo, Fattoria del Cerro",2019,Италия,Сухое,2303.0,4.5,19.0,1,Дешевое,0.008439312806782685
"Вино La Reserve d'Angludet, Chateau Angludet",2019,Франция,Сухое,5490.0,5.0,0.0,0,Дешевое,0.023594377510040163
"Вино Chenas Quartz, Domaines Dominique Piron",2019,Франция,Сухое,3790.0,5.0,0.0,0,Дешевое,0.01506024096385542
Вино Penfolds Bin 389 Cabernet Shiraz,2019,Австралия,Сухое,17990.0,5.0,0.0,0,Дорогое,0.08634538152610442
"Вино Derthona, Vigneti Massa",2019,Италия,Сухое,5490.0,4.3,1.0,1,Дешевое,0.02743532268609321
"Вино Hermitage Rouge, Guigal",2019,Франция,Сухое,11193.0,4.0,0.0,0,Среднее,0.06527986947791165
"Вино Bonarda dell’Oltrepo Pavese , Martilde",2019,Италия,Полусухое,2490.0,4.4,4.0,1,Дешевое,0.009697882438846294
"Вино Jo Salento Negramaro, Gianfranco Fino",2019,Италия,Сухое,14990.0,0.0,0.0,0,Среднее,
"Вино Riesling Kastelberg Grand Cru Le Chateau, Domaine Marc Kreydenweiss",2019,Франция,Сухое,11990.0,5.0,0.0,0,Среднее,0.05622489959839357
Вино Demuerte Classic,2019,Испания,Полусухое,1640.0,4.5,17.0,1,Дешевое,0.004741186970102632
"Вино Chassagne-Montrachet Premier Cru Les Caillerets, Domaine Amiot Guy et Fils",2019,Франция,Сухое,17490.0,0.0,0.0,0,Дорогое,
"Вино Barolo Bussia, Giacomo Fenocchio",2019,Италия,Сухое,11190.0,5.0,2.0,1,Среднее,0.05220883534136546
"Вино Cumaro, Umani Ronchi",2019,Италия,Сухое,4990.0,5.0,0.0,0,Дешевое,0.02108433734939759
"Вино Tenuta Perano Chianti Classico Riserva, Frescobaldi",2019,Италия,Сухое,5490.0,5.0,0.0,0,Дешевое,0.023594377510040163
"Вино Mormoreto, Frescobaldi",2019,Италия,Сухое,8769.0,5.0,0.0,0,Среднее,0.04005522088353414
"Вино Saint-Joseph Rouge, Guigal",2019,Франция,Сухое,4219.0,5.0,0.0,0,Дешевое,0.017213855421686748
Вино Hacienda Lopez de Haro Crianza,2019,Испания,Сухое,936.0,4.6,50.0,1,Дешевое,0.0007966649205517723
"Вино Saint-Aubin Premier Cru Les Charmois, Domaine Paul Pillot",2019,Франция,Сухое,10490.0,5.0,0.0,0,Среднее,0.048694779116465865
"Вино Chateauneuf-du-Pape Saintes Pierres de Nalys Blanc, Guigal",2019,Франция,Сухое,6494.0,5.0,0.0,0,Среднее,0.02863453815261044
"Вино Hermitage Les Rocoules , Domaine Marc Sorrel",2019,Франция,Сухое,39990.0,0.0,0.0,0,Дорогое,
"Вино Chassagne-Montrachet Premier Cru Les Caillerets, Domaine Paul Pillot",2019,Франция,Сухое,23990.0,0.0,0.0,0,Дорогое,
Вино Penfolds Bin 128 Coonawarra Shiraz,2019,Австралия,Сухое,6293.0,4.5,0.0,0,Среднее,0.030695002231146806
"Вино Raccontami, Vespa",2019,Италия,Полусухое,5990.0,5.0,0.0,0,Среднее,0.02610441767068273
"Вино Hermitage Blanc, Guigal",2019,Франция,Сухое,8743.0,5.0,2.0,1,Среднее,0.03992469879518072
"Вино Julienas La Comb Vineuse, Armand Heitz",2019,Франция,Сухое,3490.0,0.0,0.0,0,Дешевое,
"Вино Saint-Aubin Travers de chez Edouard, Armand Heitz",2019,Франция,Сухое,7490.0,0.0,0.0,0,Среднее,
"Вино Meursault La Barre, Armand Heitz",2019,Франция,Сухое,12490.0,5.0,0.0,0,Среднее,0.05873493975903614
"Вино Gaia, Domaine de Belle Vue",2019,Франция,Сухое,6990.0,3.5,0.0,0,Среднее,0.0444635685599541
"Вино Meursault Premier Cru Perrieres, Armand Heitz",2019,Франция,Сухое,29990.0,0.0,0.0,0,Дорогое,
"Вино Pommard Village, Armand Heitz",2019,Франция,Сухое,9490.0,0.0,0.0,0,Среднее,
"Вино Clos des Lambrays Grand Cru, Domaine des Lambrays",2019,Франция,Сухое,129990.0,5.0,0.0,0,Дорогое,0.6485943775100402
"Вино Beaune 1er Cru Boucherottes, Armand Heitz",2019,Франция,Сухое,13490.0,0.0,0.0,0,Среднее,
"Вино Pommard Premier Cru Clos des Poutures, Armand Heitz",2019,Франция,Сухое,16490.0,0.0,0.0,0,Дорогое,
"Вино Pommard Premier Cru Les Rugiens, Domaine Yvon Clerget",2019,Франция,Сухое,24990.0,0.0,0.0,0,Дорогое,
"Вино Volnay Premier Cru Les Caillerets, Domaine Yvon Clerget",2019,Франция,Сухое,23490.0,0.0,0.0,0,Дорогое,
"Вино Crozes-Hermitage Rouge, Domaine Marc Sorrel",2019,Франция,Сухое,8490.0,0.0,0.0,0,Среднее,
"Вино Volnay Premier Cru Carelle sous la Chapelle, Domaine Yvon Clerget",2019,Франция,Сухое,16990.0,0.0,0.0,0,Дорогое,
"Вино Volnay , Domaine Yvon Clerget",2019,Франция,Сухое,12990.0,0.0,0.0,0,Среднее,
"Вино Dolce&Gabbana Cuordilava, Donnafugata",2019,Италия,Сухое,14490.0,5.0,1.0,1,Среднее,0.06877510040160642
"Вино Hermitage Rouge, Domaine Marc Sorrel",2019,Франция,Сухое,24990.0,0.0,1.0,1,Дорогое,
"Вино Hermitage Blanc, Domaine Marc Sorrel",2019,Франция,Сухое,24990.0,0.0,0.0,0,Дорогое,
"Вино Clos des Cessieux, Herve Souhaut",2019,Франция,Сухое,8990.0,5.0,1.0,1,Среднее,0.04116465863453815
"Вино Sainte Epine, Herve Souhaut",2019,Франция,Сухое,9990.0,5.0,0.0,0,Среднее,0.04618473895582329
Вино Noa White,2019,Армения,Сухое,2490.0,4.4,3.0,1,Дешевое,0.009697882438846294
"Вино Hermitage Le Greal, Domaine Marc Sorrel",2019,Франция,Сухое,39990.0,0.0,0.0,0,Дорогое,
"Вино Volnay Premier Cru Les Caillerets, Domaine Jean-Marc & Thomas Bouley",2019,Франция,Сухое,28490.0,0.0,0.0,0,Дорогое,
"Вино Nebbiolo d'Alba, Bruno Giacosa",2019,Италия,Сухое,8950.0,0.0,0.0,0,Среднее,
"Вино Bien Nacido Vineyard Chardonnay, Chanin Wine",2019,Соединенные Штаты Америки,Полусухое,12130.0,0.0,0.0,0,Среднее,
Вино Chateau Rocheyron (Saint-Emilion Grand Cru),2019,Франция,Сухое,17490.0,4.0,0.0,0,Дорогое,0.10479417670682731
"Вино Boggina A, Petrolo",2019,Италия,Сухое,10490.0,0.0,0.0,0,Среднее,
"Вино Boggina C Riserva, Petrolo",2019,Италия,Сухое,17990.0,0.0,0.0,0,Дорогое,
"Вино Boggina B, Petrolo",2019,Италия,Сухое,11490.0,0.0,0.0,0,Среднее,
"Вино Ottantadue, Podere Il Carnasciale",2019,Италия,Сухое,5990.0,4.7,0.0,0,Среднее,0.027770657096470988
"Вино Carnasciale, Podere Il Carnasciale",2019,Италия,Сухое,12490.0,3.0,2.0,1,Среднее,0.09789156626506022
"Вино Pinot Gris Moenchberg Grand Cru Le Moine, Domaine Marc Kreydenweiss",2019,Франция,Сухое,9990.0,0.0,0.0,0,Среднее,
"Вино Riesling Kastelberg Grand Cru Le Chateau, Domaine Marc Kreydenweiss",2019,Франция,Сухое,11990.0,5.0,0.0,0,Среднее,0.05622489959839357
"Вино Condado de Oriza Crianza, Pagos del Rey",2019,Испания,Сухое,1490.0,4.4,1.0,1,Дешевое,0.003993245710113179
"Вино Rosso di Montalcino, Le Potazzine",2019,Италия,Сухое,7790.0,0.0,0.0,0,Среднее,
"Вино Chenas Quartz, Domaines Dominique Piron",2019,Франция,Сухое,3790.0,5.0,0.0,0,Дешевое,0.01506024096385542
"Вино Riesling Wiebelsberg Grand Cru La Dame, Domaine Marc Kreydenweiss",2019,Франция,Сухое,8990.0,5.0,0.0,0,Среднее,0.04116465863453815
"Вино Clos des Lambrays Grand Cru, Domaine des Lambrays",2019,Франция,Сухое,129990.0,5.0,0.0,0,Дорогое,0.6485943775100402
Вино Secco-Bertani Vintage Edition,2019,Италия,Сухое,3490.0,3.5,1.0,1,Дешевое,0.019363166953528396
"Вино Saint-Aubin La Princee, Domaine Hubert Lamy",2019,Франция,Сухое,9790.0,5.0,0.0,0,Среднее,0.045180722891566265
Вино Besini Qvevri Saperavi,2019,Грузия,Сухое,3290.0,4.4,5.0,1,Дешевое,0.014261591821832781
"Вино Regnie, Domaine Guy Breton",2019,Франция,Сухое,5290.0,5.0,0.0,0,Дешевое,0.02259036144578313
"Вино Barbera d’Alba Superiore Donna Elena, Cascina delle Rose",2019,Италия,Сухое,5990.0,5.0,0.0,0,Среднее,0.02610441767068273
"Вино Barbaresco Tre Stelle, Cascina delle Rose",2019,Италия,Сухое,12490.0,4.7,2.0,1,Среднее,0.06248397846705972
"Вино Petit Chablis, William Fevre",2019,Франция,Сухое,5490.0,0.0,0.0,0,Дешевое,
"Вино Gattinara, Travaglini",2019,Италия,Сухое,6190.0,4.8,6.0,1,Среднее,0.028237951807228913
"Вино Clos du Moulin, Thierry Germain",2019,Франция,Сухое,9490.0,5.0,0.0,0,Среднее,0.04367469879518072
"Вино Leeu Passant Red, Mullineux & Leeu",2019,Южная Африка,Сухое,18490.0,0.0,0.0,0,Дорогое,
"Вино Granato, Foradori",2019,Италия,Сухое,11290.0,4.0,1.0,1,Среднее,0.06588855421686746
"Вино Marcillac Vieilles Vignes, Domain du Cros",2019,Франция,Сухое,2443.0,0.0,1.0,1,Дешевое,
"Вино Beaujolais-Villages Marylou, Domaine Guy Breton",2019,Франция,Сухое,4290.0,4.3,1.0,1,Дешевое,0.020430559447090685
"Вино Bourgogne Chardonnay Les Chataigners, Domaine Hubert Lamy",2019,Франция,Сухое,7790.0,0.0,0.0,0,Среднее,
"Вино Raccontami, Vespa",2019,Италия,Полусухое,5990.0,5.0,0.0,0,Среднее,0.02610441767068273
"Вино Granato, Foradori",2019,Италия,Сухое,11290.0,4.0,1.0,1,Среднее,0.06588855421686746
"Вино Montebruna, Braida",2019,Италия,Сухое,6290.0,5.0,1.0,1,Среднее,0.02761044176706827
"Вино Morey-Saint-Denis Premier Cru Clos Baulet, Domaine Hubert Lignier",2019,Франция,Сухое,22490.0,0.0,0.0,0,Дорогое,
"Вино Vosne-Romanee Premier Cru Les Suchots, Domaine Michel Noellat",2019,Франция,Сухое,24990.0,5.0,0.0,0,Дорогое,0.1214859437751004
"Вино Clos de Vougeot Grand Cru, Domaine Hubert Lignier",2019,Франция,Сухое,59990.0,0.0,0.0,0,Дорогое,
"Вино Saint-Joseph Terres d'Encre, Domaine Georges Vernay",2019,Франция,Сухое,11490.0,0.0,0.0,0,Среднее,
"Вино Les Perrieres, Chateau Lafleur",2019,Франция,Сухое,12490.0,0.0,0.0,0,Среднее,
"Вино Condrieu Les Chaillees de L'Enfer, Domaine Georges Vernay",2019,Франция,Сухое,22990.0,0.0,1.0,1,Дорогое,
Вино Foradori,2019,Италия,Сухое,4490.0,4.4,3.0,1,Дешевое,0.021107155896312523
"Вино Saint-Romain Rouge, Domaine Alain Gras",2019,Франция,Сухое,7490.0,5.0,0.0,0,Среднее,0.03363453815261044
"Вино Gevrey-Chambertin Premier Cru Champeaux Tres Vieilles Vignes, Domaine Dugat-Py",2019,Франция,Сухое,67490.0,0.0,0.0,0,Дорогое,
"Вино Corton-Charlemagne Grand Cru Vieilles Vignes, Domaine Dugat-Py",2019,Франция,Сухое,97490.0,0.0,0.0,0,Дорогое,
Вино Chateau Carbonnieux Blanc,2019,Франция,Сухое,7590.0,4.7,2.0,1,Среднее,0.03631547466461591
"Вино Tonnerre de Gres, Domaine Curtet",2019,Франция,Сухое,6990.0,0.0,0.0,0,Среднее,
"Вино Frisson des Cimes, Domaine Curtet",2019,Франция,Сухое,6990.0,4.0,1.0,1,Среднее,0.03890562248995984
"Вино Dos Caprichos Joven, Bodegas Faustino",2019,Испания,Сухое,1120.0,4.4,3.0,1,Дешевое,0.0018825301204819275
"Вино Max's Garden, Two Hands",2019,Австралия,Сухое,8990.0,5.0,0.0,0,Среднее,0.04116465863453815
"Вино Bella’s Garden, Two Hands",2019,Австралия,Сухое,8990.0,4.8,6.0,1,Среднее,0.042879852744310575
"Вино Anjou Blanc, Thibaud Boudignon",2019,Франция,Сухое,7990.0,0.0,0.0,0,Среднее,
Вино Лефкадия Сира,2019,Россия,Сухое,1990.0,0.0,0.0,0,Дешевое,
"Вино Chardonnay La Rinconada Vineyard, Tyler",2019,Соединенные Штаты Америки,Сухое,13490.0,0.0,0.0,0,Среднее,
"Вино Kritt Pinot Blanc Les Charmes, Domaine Marc Kreydenweiss",2019,Франция,Полусухое,3990.0,4.5,3.0,1,Дешевое,0.017849174475680497
"Вино Auxey-Duresses Blanc, Domaine Agnes Paquet",2019,Франция,Сухое,6490.0,0.0,0.0,0,Среднее,
"Вино Chiroubles, Domaine Lafarge Vial",2019,Франция,Сухое,6490.0,5.0,0.0,0,Среднее,0.028614457831325296
"Вино Chardonnay Salus, Staglin Family Vineyard",2019,Соединенные Штаты Америки,Сухое,11990.0,0.0,0.0,0,Среднее,
"Вино Saint-Joseph Circa , Jean-Louis Chave",2019,Франция,Сухое,5290.0,5.0,1.0,1,Дешевое,0.02259036144578313
"Вино Larionov Petit Verdot, Igor Larionov",2019,Соединенные Штаты Америки,Сухое,11190.0,5.0,1.0,1,Среднее,0.05220883534136546
"Вино Larionov Pinot Noir, Igor Larionov",2019,Соединенные Штаты Америки,Сухое,14990.0,5.0,1.0,1,Среднее,0.071285140562249
"Вино Gevrey-Chambertin Premier Cru Combe aux Moines Vieille Vigne, Domaine Fourrier",2019,Франция,Сухое,49990.0,0.0,0.0,0,Дорогое,
"Вино Essencials Monastrell 9 Mesos, Can Leandro",2019,Испания,Сухое,2790.0,4.6,2.0,1,Дешевое,0.010913218089750307
"Вино Pinotage The Winemasters, Nederburg",2019,Южная Африка,Полусухое,1490.0,4.9,3.0,1,Дешевое,0.003585771658060814
"Вино Puligny-Montrachet Les Tremblots, Domaine Hubert Lamy",2019,Франция,Сухое,15490.0,0.0,0.0,0,Среднее,
"Вино Amarone della Valpolicella Valpantena, Bertani",2019,Италия,Полусухое,9490.0,5.0,0.0,0,Среднее,0.04367469879518072
"Вино Saint-Aubin Premier Cru Les Charmois, Domaine Paul Pillot",2019,Франция,Сухое,10490.0,5.0,0.0,0,Среднее,0.048694779116465865
"Вино Chryseia, Prats & Symington",2019,Португалия,Сухое,13510.0,5.0,2.0,1,Среднее,0.06385542168674699
"Вино Maggiorina, Le Piane",2019,Италия,Сухое,4130.0,3.0,0.0,0,Дешевое,0.02794511378848728
"Вино Maurizio Zanella, Ca'Del Bosco",2019,Италия,Сухое,15990.0,5.0,0.0,0,Среднее,0.07630522088353414
"Вино Chateauneuf-du-Pape Saintes Pierres de Nalys Blanc, Guigal",2019,Франция,Сухое,6494.0,5.0,0.0,0,Среднее,0.02863453815261044
Вино Penfolds Bin 128 Coonawarra Shiraz,2019,Австралия,Сухое,6293.0,4.5,0.0,0,Среднее,0.030695002231146806
"Вино Saint-Aubin Premier Cru Murgers des Dents de Chien Monopole, Armand Heitz",2019,Франция,Сухое,13990.0,0.0,0.0,0,Среднее,
"Вино Chianti Classico Gran Selezione Vigna Gittori, Riecine",2019,Италия,Сухое,14990.0,0.0,0.0,0,Среднее,
"Вино Saint-Romain Combe Bazin, Armand Heitz",2019,Франция,Сухое,7190.0,0.0,0.0,0,Среднее,
Вино La Massa,2019,Италия,Сухое,6190.0,4.0,1.0,1,Среднее,0.03388554216867469
"Вино Savigny-les-Beaune Les Goudelettes, Domaine Antonin Guyon",2019,Франция,Сухое,9990.0,0.0,0.0,0,Среднее,
"Вино Saint-Aubin Premier Cru Murgers des Dents de Chien Monopole, Armand Heitz",2019,Франция,Сухое,13990.0,0.0,0.0,0,Среднее,
"Вино Meursault, Armand Heitz",2019,Франция,Сухое,12990.0,0.0,0.0,0,Среднее,
"Вино Corton Grand Cru Chaumes, Armand Heitz",2019,Франция,Сухое,39990.0,0.0,0.0,0,Дорогое,
"Вино Las Iruelas , Daniel Landi",2019,Испания,Сухое,23490.0,0.0,0.0,0,Дорогое,
"Вино Corton Grand Cru Chaumes, Armand Heitz",2019,Франция,Сухое,39990.0,0.0,0.0,0,Дорогое,
"Вино Coleccion 125 Blanco, Bodegas Chivite",2019,Испания,Сухое,8990.0,0.0,0.0,0,Среднее,
Вино Loco Cimbali Saperavi,2019,Россия,Сухое,1990.0,4.0,1.0,1,Дешевое,0.007530120481927711
"Вино Villa de Corullon, Descendientes de Jose Palacios",2019,Испания,Сухое,8690.0,5.0,1.0,1,Среднее,0.03965863453815261
"Вино Meursault, Armand Heitz",2019,Франция,Сухое,12990.0,0.0,0.0,0,Среднее,
"Вино Sainte Epine, Herve Souhaut",2019,Франция,Сухое,9990.0,5.0,0.0,0,Среднее,0.04618473895582329
"Вино Barbaresco, Pio Cesare",2019,Италия,Сухое,11190.0,4.6,2.0,1,Среднее,0.05674873406670159
"Вино Barrua, Agricola Punica",2019,Италия,Сухое,7490.0,4.4,4.0,1,Среднее,0.038221066082511856
"Вино Sanford & Benedict Vineyard Pinot Noir, Chanin Wine",2019,Соединенные Штаты Америки,Полусухое,14990.0,4.0,0.0,0,Среднее,0.08910642570281124
"Вино Amarone della Valpolicella Valpantena, Bertani",2019,Италия,Полусухое,8290.0,5.0,1.0,1,Среднее,0.03765060240963855
"Вино Pingus, Dominio de Pingus",2019,Испания,Сухое,184990.0,5.0,0.0,0,Дорогое,0.924698795180723
"Вино Montesodi, Frescobaldi",2019,Италия,Сухое,8490.0,0.0,0.0,0,Среднее,
"Вино Clos des Cessieux, Herve Souhaut",2019,Франция,Сухое,8990.0,5.0,1.0,1,Среднее,0.04116465863453815
Вино Chateau Smith Haut-Lafitte Blanc,2019,Франция,Сухое,26490.0,0.0,0.0,0,Дорогое,
"Вино Gran Reserva Carmenere, Santa Carolina",2019,Чили,Сухое,1790.0,3.5,1.0,1,Дешевое,0.007171543316121629
"Вино Romio Sauvignon Blanc, Caviro",2020,Италия,Сухое,1240.0,4.5,5.0,1,Дешевое,0.00251004016064257
"Вино Gevrey-Chambertin, Joseph Drouhin",2020,Франция,Сухое,13990.0,0.0,0.0,0,Среднее,
"Вино Max Reserva Carmenere, Errazuriz",2020,Чили,Сухое,2990.0,4.6,4.0,1,Дешевое,0.012004539898725337
"Вино Les Vieux Clos, Nicolas Joly",2020,Франция,Полусухое,9990.0,0.0,0.0,0,Среднее,
"Вино Nuits-Saint-Georges, Joseph Drouhin",2020,Франция,Сухое,13990.0,0.0,0.0,0,Среднее,
"Вино Clos de la Roche Grand Cru, Domaine Gerard Peirazeau & Fils",2020,Франция,Сухое,39990.0,0.0,0.0,0,Дорогое,
"Вино Clos Saint Denis Grand Cru, Domaine Gerard Peirazeau & Fils",2020,Франция,Сухое,39990.0,0.0,0.0,0,Дорогое,
"Вино Clos de la Coulee de Serrant, Nicolas Joly",2020,Франция,Полусухое,19990.0,0.0,0.0,0,Дорогое,
